problem_id,nav_title,nav_problem_type,ftext_section,ftext_problem_number,ftext_problem_title,match_level,base_url,target_method,direct_url,browser_verified,notes
M1-QF-034,二次方程式の解とx軸との共有点,y=0とおいて共有点の座標を求める,数学I 関数と方程式・不等式 2次方程式と2次関数,prob-s64-7,放物線とx軸との共有点を調べる,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s64-7,not_individually_verified(mechanism confirmed via 11-case sample),共有点の個数・座標を求める練習として骨格が一致
M1-QF-035,x軸との共有点の個数,数値のみの2次関数3問について判別式で共有点の個数を求める,数学I 関数と方程式・不等式 2次関数とそのグラフ,prob-s63-16,x軸との共有点の個数の判別,CLOSE,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95#prob-s63-16,not_individually_verified(mechanism confirmed via 11-case sample),判別式で共有点数を判定する技能は同一だがFTEXT側は文字定数kの場合分けで一段難しい
M1-QF-036,文字条件とx軸との共有点,y=x^2-4x+mが4条件を満たすmの値・範囲を判別式で求める,数学I 関数と方程式・不等式 2次関数とそのグラフ,prob-s63-16,x軸との共有点の個数の判別,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95#prob-s63-16,not_individually_verified(mechanism confirmed via 11-case sample),文字定数を含む2次関数の共有点個数判定という骨格が同一
M1-QF-037,x軸から切り取る線分の長さ,2つの共有点のx座標の差を求める,-,-,-,NONE,-,none,-,n/a,FTEXTのmathI範囲に該当する練習問題が見当たらない（円の弦の長さの類題はmathIIにあるが単元が異なる）
M1-QF-038,文字によるx軸との共有点個数の分類,y=2x^2-4x+aについて自分で3パターンを立てて共有点個数をaで分類する,数学I 関数と方程式・不等式 2次関数とそのグラフ,prob-s63-16,x軸との共有点の個数の判別,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95#prob-s63-16,not_individually_verified(mechanism confirmed via 11-case sample),判別式で自ら3ケースに分類する骨格が同一
M1-QF-039,グラフから係数・判別式の符号を読む,"放物線の概形からa,b,c,D,f(1)の符号を読み取る",-,-,-,NONE,-,none,-,n/a,FTEXTのmathI範囲にグラフから係数の符号を読ませる独立問題が見当たらない
M1-QF-040,放物線と直線の共有点,連立方程式を立てて放物線と直線の交点座標を求める,数学I 関数と方程式・不等式 2次方程式と2次関数,prob-s64-10,放物線と直線・放物線の交点,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s64-10,not_individually_verified(mechanism confirmed via 11-case sample),設問1が放物線と直線の交点を連立方程式で求める同一パターン
M1-QF-041,文字による放物線と直線の共有点個数,放物線と直線y=x+mの共有点個数をmで分類する,数学I 関数と方程式・不等式 2次方程式と2次関数,prob-s64-10,放物線と直線・放物線の交点,CLOSE,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s64-10,not_individually_verified(mechanism confirmed via 11-case sample),設問3・4は接する場合のkを1つ求めるのみでナビ問題の全m分類より狭い
M1-QF-042,二次不等式の基本解法,D>0の2次不等式を簡易グラフで解く（2問）,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-1,判別式D>0の場合の2次不等式,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-1,verified_pc_2026-09-13,D>0の2次不等式の基本形の練習として完全一致
M1-QF-043,x軸に接する場合の二次不等式,D=0（重解）の2次不等式を簡易グラフで解く,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-2,判別式D=0の場合の2次不等式,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-2,not_individually_verified(mechanism confirmed via 11-case sample),D=0で接する場合の2次不等式が完全一致
M1-QF-044,x軸と共有点をもたない場合の二次不等式,D<0の2次不等式を簡易グラフで解く,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-3,判別式D<0の場合の2次不等式,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-3,not_individually_verified(mechanism confirmed via 11-case sample),D<0で共有点なしの場合の2次不等式が完全一致
M1-QF-045,連立二次不等式,2つの2次不等式を解き数直線で共通範囲を求める,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-5,連立2次不等式,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-5,not_individually_verified(mechanism confirmed via 11-case sample),連立2次不等式を数直線で共通部分を取る骨格が完全一致
M1-QF-046,連続不等式,2つの2次不等式（連続不等式表記）を数直線で共通範囲を求める,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-5,連立2次不等式,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-5,not_individually_verified(mechanism confirmed via 11-case sample),同じく2連立の2次不等式を数直線で処理する骨格
M1-QF-047,二次不等式を用いる実数解条件,x^2+2mx+4m-3=0が実数解条件(1)(2)(3)を満たすmの範囲,数学I 関数と方程式・不等式 2次方程式と2次関数,prob-s64-4,2次方程式の解の個数の判別,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s64-4,not_individually_verified(mechanism confirmed via 11-case sample),文字定数を含む2次方程式の判別式で場合分けする骨格がQF-033と同型で完全一致
M1-QF-048,二次不等式を用いる共有点個数の分類,y=x^2-2mx+3m+4の共有点個数をmで調べる,数学I 関数と方程式・不等式 2次関数とそのグラフ,prob-s63-16,x軸との共有点の個数の判別,EXACT,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/05-2%E6%AC%A1%E9%96%A2%E6%95%B0%E3%81%A8%E3%81%9D%E3%81%AE%E3%82%B0%E3%83%A9%E3%83%95#prob-s63-16,not_individually_verified(mechanism confirmed via 11-case sample),QF-036/038と同型で完全一致
M1-QF-049,すべての実数で成り立つ二次不等式,x^2-2mx+3m+4>0がすべての実数xで成り立つmの範囲(D<0),数学I 関数と方程式・不等式 2次方程式と2次関数,prob-s64-4,2次方程式の解の個数の判別,CLOSE,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/06-2%E6%AC%A1%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s64-4,not_individually_verified(mechanism confirmed via 11-case sample),D<0条件でmの範囲を出す計算は同型だが「すべての実数で成り立つ」への読み替えは含まれない
M1-QF-050,連立二次不等式の整数解,2つの2次不等式の共通範囲から整数解を全て求める,数学I 関数と方程式・不等式 2次不等式と2次関数,prob-s65-5,連立2次不等式,CLOSE,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0,native_anchor,https://ftext.org/mathI/02-%E9%96%A2%E6%95%B0%E3%81%A8%E6%96%B9%E7%A8%8B%E5%BC%8F%E3%83%BB%E4%B8%8D%E7%AD%89%E5%BC%8F/07-2%E6%AC%A1%E4%B8%8D%E7%AD%89%E5%BC%8F%E3%81%A82%E6%AC%A1%E9%96%A2%E6%95%B0#prob-s65-5,not_individually_verified(mechanism confirmed via 11-case sample),連立不等式で範囲を出すまでは同型だが整数解を抽出する最後の一手が含まれない
M1-QF-051,二次不等式の解から係数を決定,"解の範囲-2<x<1から係数a,bを逆算する",-,-,-,NONE,-,none,-,n/a,FTEXTのmathI範囲に逆算型の練習問題が見当たらない
M1-QF-052,文字を含む二次不等式の解（場合分け）,x^2-ax-6a^2>0をaの符号で場合分けして解く,-,-,-,NONE,-,none,-,n/a,FTEXTのmathI範囲に該当する練習問題が見当たらない
M1-QF-053,二次方程式の2解の符号条件,2解がともに正/ともに負/異符号となるmの範囲（解の配置）,-,-,-,NONE,-,none,-,n/a,解の配置（D・軸・端点値を使う応用技法）はFTEXT mathI範囲に該当問題が見当たらない
M1-QF-054,二次方程式の2解の位置条件,2解がx=1より右/x=1と3の間となるmの範囲（解の配置）,-,-,-,NONE,-,none,-,n/a,QF-053と同じく解の配置の応用でFTEXTに該当問題が見当たらない
M1-TR-001,三角比の定義,直角三角形の2辺からPythagorasで残りの辺を求め、sin/cos/tanを定義から求める,数学I / 三角比 / 鋭角の三角比,prob-s75-2,正弦・余弦の定義,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94#prob-s75-2,not_individually_verified(mechanism confirmed via 11-case sample),設定・解法骨格が同一（2辺→Pythagoras→定義でsin/cos）。数値のみ相違
M1-TR-002,三角比の表の使い方,三角比の表の正引き・逆引き（sin17°を引く、cosθ=0.73からθを逆引き）,数学I / 三角比,,,NONE,,none,,n/a,FTEXT側に表の正引き・逆引きだけを単独で練習する問題が見当たらない（応用問題prob-s75-7は表の値を既知として使うのみで、引く操作自体は練習させない）。無理な代替はしない
M1-TR-003,三角比を利用した高さと距離,仰角/なす角と1辺の長さから、直角三角形の高さ・水平距離を求める応用,数学I / 三角比 / 鋭角の三角比,prob-s75-7,三角比の応用,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94#prob-s75-7,not_individually_verified(mechanism confirmed via 11-case sample),仰角＋辺の長さから高さを求める同型の応用問題（木の高さ／凧の高さ）
M1-TR-004,三角比の定義を用いた辺の長さ,直角三角形に垂線を下ろした多段階構成で、各辺をθ・kの式で表す,数学I / 三角比 / 鋭角の三角比,prob-s75-6,三角比と辺の長さ,CLOSE,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94#prob-s75-6,not_individually_verified(mechanism confirmed via 11-case sample),複数の直角三角形にまたがり辺長を三角比の式で表す点は同技能。三角形の具体的な組み方（垂線の下ろし方）は異なる
M1-TR-005,三角比の相互関係,sin/cos/tanのいずれか1つから残り2つを相互関係で求める（鋭角、3小問）,数学I / 三角比 / 鋭角の三角比,prob-s75-4,三角比の相互関係の利用,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94#prob-s75-4,not_individually_verified(mechanism confirmed via 11-case sample),3小問構成・解法手順が完全一致（sinθ=…／cosθ=…／tanθ=…の3パターン）。数値のみ一部相違
M1-TR-006,90°−θ の三角比,鋭角でない角の三角比を45°以下の角の三角比で表す,数学I / 三角比 / 鋭角の三角比,prob-s75-5,90°-A の三角比の利用,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/01-%E9%8B%AD%E8%A7%92%E3%81%AE%E4%B8%89%E8%A7%92%E6%AF%94#prob-s75-5,not_individually_verified(mechanism confirmed via 11-case sample),技能・出題形式（sin/cos/tan各1問を変換）が同一。角度の数値のみ相違
M1-TR-007,三角比の相互関係を使った式計算,sin²+cos²=1やtanの関係を使って三角比の式を簡単にする,数学I / 三角比 / 三角比の拡張,prob-s76-5,三角比の計算,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-5,not_individually_verified(mechanism confirmed via 11-case sample),小問(1)の式 (sinθ+cosθ)²+(sinθ-cosθ)² が完全に同一の式。小問(2)も同系統の恒等式簡略化
M1-TR-008,0°〜180°の三角比と単位円,単位円を使って0°〜180°の有名角のsin/cos/tanの値を一覧で埋める,数学I / 三角比 / 三角比の拡張,prob-s76-1,有名角の三角比,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-1,verified_pc_2026-09-13,出題形式（0°〜180°の同じ角度セットの表を完成させる）まで一致
M1-TR-009,三角比の値から角を求める,0°〜180°でsinθ/cosθ/tanθ=定数を満たすθを単位円で求める（3小問）,数学I / 三角比 / 三角比の拡張,prob-s76-2,三角比を含む方程式,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-2,verified_pc_2026-09-13,sin/cos/tanそれぞれの方程式を単位円で解く同型3小問。数値のみ相違
M1-TR-010,三角比の相互関係と符号,0°〜180°で1つの三角比から残り2つを求める（符号の場合分けを伴う）,数学I / 三角比 / 三角比の拡張,prob-s76-4,拡張された三角比の相互関係の利用,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-4,not_individually_verified(mechanism confirmed via 11-case sample),3小問構成・符号場合分けの手順まで一致。数値のみ相違
M1-TR-011,tanθ と直線の傾き,直線の式からtanθ=傾きを使ってx軸とのなす角を求める（往復）,数学I / 三角比,,,BROAD,,none,,n/a,FTEXTでは同種の考え方が三角比を含む方程式(prob-s76-2の(3))内に部分的に現れるのみで、独立した「直線の傾きから角度」専用の数学I問題は見当たらない。無理に対応させずBROADとする
M1-TR-012,2直線のなす角,2直線の傾きから、なす角θを求める（三角形の外角関係を利用）,数学II / 三角関数 / 三角関数の加法定理とその応用,prob-s117-4,2直線のなす角〜その1〜,BROAD,https://ftext.org/mathII/03-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0/04-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0%E3%81%AE%E5%8A%A0%E6%B3%95%E5%AE%9A%E7%90%86%E3%81%A8%E3%81%9D%E3%81%AE%E5%BF%9C%E7%94%A8,native_anchor,,not_individually_verified(mechanism confirmed via 11-case sample),同じ最終目標だが、FTEXT側は正接の加法定理tan(α-β)を用いる数学II手法。ナビ側は数学Iの範囲で三角形の外角関係のみで解く別解法のため、解法骨格が異なりBROAD止まり。direct_urlは参考として空欄
M1-TR-013,三角比の変換公式を利用した式計算,90°+θ・180°−θ型の変換公式で数値角を鋭角へ変換し、式を簡単にする,数学I / 三角比 / 三角比の拡張,prob-s76-7,180°-θ の三角比の利用,CLOSE,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-7,not_individually_verified(mechanism confirmed via 11-case sample),変換公式を使って鋭角へ直す中心技能は一致。ナビ側はその後さらに式を合成・簡略化する分、一段階複雑
M1-TR-014,三角比を含む式の値,sinθ+cosθ=kから、sinθcosθ・sin³+cos³・sinθ-cosθを求める,数学II / 三角関数 / 三角関数について,prob-s115-6,sinθ±cosθとsinθの関係,CLOSE,https://ftext.org/mathII/03-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0/02-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6,native_anchor,https://ftext.org/mathII/03-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0/02-%E4%B8%89%E8%A7%92%E9%96%A2%E6%95%B0%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6#prob-s115-6,not_individually_verified(mechanism confirmed via 11-case sample),sinθ+cosθ→2乗して積を出す→差を出す、という中心手順が一致（sin³+cos³の設問はFTEXT側になし）。数学II配置だが必要な前提知識は数学Iのみ
M1-TR-015,三角比を含む不等式,0°〜180°でsinθ/cosθ/tanθの不等式を単位円で解く（3小問、発展内容）,数学I / 三角比 / 三角比の拡張,prob-s76-3,三角比を含む不等式,EXACT,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5,native_anchor,https://ftext.org/mathI/05-%E4%B8%89%E8%A7%92%E6%AF%94/02-%E4%B8%89%E8%A7%92%E6%AF%94%E3%81%AE%E6%8B%A1%E5%BC%B5#prob-s76-3,not_individually_verified(mechanism confirmed via 11-case sample),sin/cos/tanの不等式を単位円の弧で解く3小問構成まで一致
